id,title,url,date_iso,year,abstract,source,doi,notes
75,NADPH Oxidase activity is required for ER stress survival in plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289879/,10/23/2018,2018,"In all eukaryotes, the unfolded protein response (UPR) relieves endoplasmic reticulum (ER) stress, which is a potentially lethal condition caused by the accumulation of misfolded proteins in the ER. In mammalian and yeast cells, reactive oxygen ...",html/json-ld,10.1111/tpj.14091,
76,Relevance of the Unfolded Protein Response to Spaceflight-Induced Transcriptional Reprogramming in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987364/,3/10/2021,2021,Plants are primary producers of food and oxygen on Earth and will likewise be indispensable to the establishment of large-scale sustainable ecosystems and human survival in space. To contribute to the understanding of how plants respond to ...,html/json-ld,10.1089/ast.2020.2313,
77,Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8099722/,4/23/2021,2021,"Keywords: Microbiome, Mars, Space science, Astronaut health, 16S rRNA gene",html/json-ld,10.1016/j.csbj.2021.03.040,
78,"Corrigendum: High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core “DSB” response specific to clastogenic treatments",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116466/,11/21/2016,2016,,html/json-ld,10.3389/fpls.2016.01753,
79,Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4033213/,5/20/2014,2014,"Low linear energy transfer (LET) gamma rays and high LET HZE (high atomic weight, high energy) particles act as powerful mutagens in both plants and animals. DNA damage generated by HZE particles is more densely clustered than that generated by ...",html/json-ld,10.3389/fpls.2014.00206,
80,Acceleration profiles and processing methods for parabolic flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6081456/,8/7/2018,2018,"Parabolic flights provide cost-effective, time-limited access to “weightless” or reduced gravity conditions, facilitating research and validation activities that complement infrequent and costly access to space. Although parabolic flights have been ...",html/json-ld,10.1038/s41526-018-0050-3,
81,Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955502/,5/16/2018,2018,The purpose of this work was to evaluate the protein and mRNA expression levels of multiple cytoskeletal proteins in the cardiac and lung tissue of mice that were euthanized onboard the United States Orbital Segment of the International Space ...,html/json-ld,10.1371/journal.pone.0192643,
82,Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10285634/,6/8/2023,2023,"We examined the effects of ∼30 days of spaceflight on glycogen synthase kinase 3 (GSK3) content and inhibitory serine phosphorylation in murine muscle and bone samples from four separate missions (BION-M1, rodent research [RR]1, RR9, and RR18). ...",html/json-ld,10.1016/j.isci.2023.107047,
83,Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,7/19/2024,2024,"Spending time in a microgravity environment is known to cause significant skeletal muscle atrophy and weakness via muscle unloading, which can be partly attributed to Ca2+ dysregulation. The sarco(endo)plasmic reticulum Ca2+ ATPase (SERCA) pump is ...",html/json-ld,10.1038/s41526-024-00419-y,
84,Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/,7/26/2018,2018,"The heart and its cellular components are profoundly altered by missions to space and injury on Earth. Further research, however, is needed to characterize and address the molecular substrates of such changes. For this reason, neonatal and adult ...",html/json-ld,10.1038/s41526-018-0048-x,
85,Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/,6/14/2022,2022,"Over the past 20+ years, the U.S. Government has made significant strides in establishing research funding and initiating a portfolio consisting of subject matter experts on radiation-induced biological effects in normal tissues. Research supported ...",html/json-ld,10.1016/j.lssr.2022.06.004,
86,Genomic and Functional Characterization of Enterococcus faecalis Isolates Recovered From the International Space Station and Their Potential for Pathogenicity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/,1/11/2021,2021,"Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections. Recently, isolates have been recovered from the air and surfaces onboard the International Space Station (ISS). ...",html/json-ld,10.3389/fmicb.2020.515319,
87,Evaluation of in vitro macrophage differentiation during space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/,2/27/2012,2012,We differentiated mouse bone marrow cells in the presence of recombinant macrophage colony stimulating (rM-CSF) factor for 14 days during the flight of space shuttle Space Transportation System (STS)-126. We tested the hypothesis that the receptor ...,html/json-ld,10.1016/j.asr.2012.02.021,
88,Identification of Critical Host Mitochondrion-Associated Genes during Ehrlichia chaffeensis Infections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/,10/1/2012,2012,"Ehrlichia chaffeensis is an obligate intracellular bacterium that causes human monocytic ehrlichiosis (HME). To determine what host components are important for bacterial replication, we performed microarray analysis on Drosophila melanogaster S2 ...",html/json-ld,10.1128/IAI.00670-12,
89,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,1/8/2013,2013,"Ehrlichia chaffeensis is a Gram-negative, obligate intracellular bacterium which causes the tick-borne disease human monocytic ehrlichiosis. In vertebrates, E. chaffeensis replicates in monocytes and macrophages. However, no clear cell or tissue ...",html/json-ld,10.1016/j.ijmm.2012.12.002,
90,"Antiviral screening of natural, anti-inflammatory compound library against African swine fever virus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,4/25/2024,2024,"African swine fever virus (ASFV) is a major threat to pig production and the lack of effective vaccines underscores the need to develop robust antiviral countermeasures. Pathologically, a significant elevation in pro-inflammatory cytokine production ...",html/json-ld,10.1186/s12985-024-02374-2,
91,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,6/1/2013,2013,"In preparation for a space flight on STS-126, two in vitro culture systems were used to investigate macrophage colony stimulating factor-dependent macrophage differentiation from mouse primary bone marrow cells. The patented Techshot Cell Cult ...",html/json-ld,10.2174/18776116112029990011,
92,Bone Marrow Leptin Signaling Mediates Obesity-Associated Adipose Tissue Inflammation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/,10/29/2013,2013,"Obesity is characterized by an increased recruitment of proinflammatory macrophages to the adipose tissue (AT), leading to systemic inflammation and metabolic disease. The pathogenesis of this AT inflammation, however, remains to be elucidated. The ...",html/json-ld,10.1210/en.2013-1607,
93,Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/,1/20/2015,2015,"Metabolic and immune mediators activate many of the same signal transduction pathways. Therefore, molecules that regulate metabolism often affect immune responses. Leptin is an adipokine that exemplifies this interplay. Leptin is the body’s major ...",html/json-ld,10.1007/s10616-015-9843-3,
94,Validation of Methods to Assess the Immunoglobulin Gene Repertoire in Tissues Obtained from Mice on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/,7/1/2017,2017,"Spaceflight is known to affect immune cell populations. In particular, splenic B cell numbers decrease during spaceflight and in ground-based physiological models. Although antibody isotype changes have been assessed during and after space flight, ...",html/json-ld,10.1007/978-1-61779-842-9_32,
95,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/,1/10/2018,2018,Antibody specificity and diversity are generated through the enzymatic splicing of genomic gene segments within each B cell. Antibodies are heterodimers of heavy- and light-chains encoded on separate loci. We studied the antibody repertoire from ...,html/json-ld,10.1371/journal.pone.0190982,
96,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/,12/2/2017,2017,"Spaceflight has been shown to suppress the adaptive immune response, altering the distribution and function of lymphocyte populations. B lymphocytes express highly specific and highly diversified receptors, known as immunoglobulins (Ig), that ...",html/json-ld,10.1016/j.lssr.2017.11.003,
97,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/,8/30/2018,2018,"Sequencing antibody repertoires has steadily become cheaper and easier. Sequencing methods usually rely on some form of amplification, often a massively multiplexed PCR prior to sequencing. To eliminate potential biases and create a data set that ...",html/json-ld,10.1096/fba.1017,
98,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,1/28/2025,2025,"This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene ...",html/json-ld,10.1016/j.omtm.2025.101424,
99,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,1/28/2025,2025,"This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene ...",html/json-ld,10.1016/j.omtm.2025.101424,
100,An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/,8/25/2021,2021,Ab repertoire diversity plays a critical role in the host’s ability to fight pathogens. CDR3 is partially responsible for Ab–Ag binding and is a significant source of diversity in the repertoire. CDR3 diversity is generated during VDJ rearrangement ...,html/json-ld,10.4049/immunohorizons.2100056,
101,Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/,3/12/2021,2021,"Ovarian steroids dramatically impact normal homeostatic and metabolic processes of most tissues within the body, including muscle, bone, neural, immune, cardiovascular, and reproductive systems. Determining the effects of spaceflight on the ovary ...",html/json-ld,10.1038/s41526-021-00139-7,
